id,station_id,precip_rate,precip_accum,precip_time
1520023,15,--:--,--:--,2024-12-05 00:10:13
1520024,16,0,0,2024-12-05 00:10:13
1520025,17,--:--,--:--,2024-12-05 00:10:13
1520026,18,0,0,2024-12-05 00:10:13
1520027,19,0,0,2024-12-05 00:10:13
1520028,20,0,0,2024-12-05 00:10:13
1520029,21,0,0,2024-12-05 00:10:13
1520030,22,--:--,--:--,2024-12-05 00:10:13
1520031,23,0,0.25,2024-12-05 00:10:13
1520032,24,--:--,--:--,2024-12-05 00:10:13
1520033,25,--:--,--:--,2024-12-05 00:10:13
1520034,26,0,0,2024-12-05 00:10:13
1520035,27,0,0,2024-12-05 00:10:13
1520036,28,0,0,2024-12-05 00:10:13
1520037,1,0,0,2024-12-05 00:15:15
1520038,2,0,0,2024-12-05 00:15:15
1520039,3,0,0,2024-12-05 00:15:15
1520040,4,0,0,2024-12-05 00:15:15
1520041,5,0,0,2024-12-05 00:15:15
1520042,6,--:--,--:--,2024-12-05 00:15:15
1520043,7,0,0,2024-12-05 00:15:15
1520044,8,--:--,--:--,2024-12-05 00:15:15
1520045,9,0,0,2024-12-05 00:15:15
1520046,10,0,0,2024-12-05 00:15:15
1520047,11,0,0,2024-12-05 00:15:15
1520048,12,0,0,2024-12-05 00:15:15
1520049,13,--:--,--:--,2024-12-05 00:15:15
1520050,14,0,0,2024-12-05 00:15:15
1520051,15,--:--,--:--,2024-12-05 00:15:15
1520052,16,0,0,2024-12-05 00:15:15
1520053,17,--:--,--:--,2024-12-05 00:15:15
1520054,18,0,0,2024-12-05 00:15:15
1520055,19,0,0,2024-12-05 00:15:15
1520056,20,0,0,2024-12-05 00:15:15
1520057,21,0,0,2024-12-05 00:15:15
1520058,22,--:--,--:--,2024-12-05 00:15:15
1520059,23,0,0.25,2024-12-05 00:15:15
1520060,24,--:--,--:--,2024-12-05 00:15:15
1520061,25,--:--,--:--,2024-12-05 00:15:15
1520062,26,0,0,2024-12-05 00:15:15
1520063,27,0,0,2024-12-05 00:15:15
1520064,28,0,0,2024-12-05 00:15:15
1520065,1,0,0,2024-12-05 00:20:12
1520066,2,0,0,2024-12-05 00:20:12
1520067,3,0,0,2024-12-05 00:20:12
1520068,4,0,0,2024-12-05 00:20:12
1520069,5,0,0,2024-12-05 00:20:12
1520070,6,--:--,--:--,2024-12-05 00:20:12
1520071,7,0,0,2024-12-05 00:20:12
1520072,8,--:--,--:--,2024-12-05 00:20:12
1520073,9,0,0,2024-12-05 00:20:12
1520074,10,0,0,2024-12-05 00:20:12
1520075,11,0,0,2024-12-05 00:20:12
1520076,12,0,0,2024-12-05 00:20:12
1520077,13,--:--,--:--,2024-12-05 00:20:12
1520078,14,0,0,2024-12-05 00:20:12
1520079,15,--:--,--:--,2024-12-05 00:20:12
1520080,16,0,0,2024-12-05 00:20:12
1520081,17,--:--,--:--,2024-12-05 00:20:12
1520082,18,0,0,2024-12-05 00:20:12
1520083,19,0,0,2024-12-05 00:20:12
1520084,20,0,0,2024-12-05 00:20:12
1520085,21,0,0,2024-12-05 00:20:12
1520086,22,--:--,--:--,2024-12-05 00:20:12
1520087,23,0,0.25,2024-12-05 00:20:12
1520088,24,--:--,--:--,2024-12-05 00:20:12
1520089,25,--:--,--:--,2024-12-05 00:20:12
1520090,26,0,0,2024-12-05 00:20:12
1520091,27,0,0,2024-12-05 00:20:12
1520092,28,0,0,2024-12-05 00:20:12
1520093,1,0,0,2024-12-05 00:25:13
1520094,2,0,0,2024-12-05 00:25:13
1520095,3,0,0,2024-12-05 00:25:13
1520096,4,0,0,2024-12-05 00:25:13
1520097,5,0,0,2024-12-05 00:25:13
1520098,6,--:--,--:--,2024-12-05 00:25:13
1520099,7,0,0,2024-12-05 00:25:13
1520100,8,--:--,--:--,2024-12-05 00:25:13
1520101,9,0,0,2024-12-05 00:25:13
1520102,10,0,0,2024-12-05 00:25:13
1520103,11,0,0,2024-12-05 00:25:13
1520104,12,0,0,2024-12-05 00:25:13
1520105,13,--:--,--:--,2024-12-05 00:25:13
1520106,14,0,0,2024-12-05 00:25:13
1520107,15,--:--,--:--,2024-12-05 00:25:13
1520108,16,0,0,2024-12-05 00:25:13
1520109,17,--:--,--:--,2024-12-05 00:25:13
1520110,18,0,0,2024-12-05 00:25:13
1520111,19,0,0,2024-12-05 00:25:13
1520112,20,0,0,2024-12-05 00:25:13
1520113,21,0,0,2024-12-05 00:25:13
1520114,22,--:--,--:--,2024-12-05 00:25:13
1520115,23,0,0.25,2024-12-05 00:25:13
1520116,24,--:--,--:--,2024-12-05 00:25:13
1520117,25,--:--,--:--,2024-12-05 00:25:13
1520118,26,0,0,2024-12-05 00:25:13
1520119,27,0,0,2024-12-05 00:25:13
1520120,28,0,0,2024-12-05 00:25:13
1520121,1,0,0,2024-12-05 00:30:16
1520122,2,0,0,2024-12-05 00:30:16
1520123,3,0,0,2024-12-05 00:30:16
1520124,4,0,0,2024-12-05 00:30:16
1520125,5,0,0,2024-12-05 00:30:16
1520126,6,--:--,--:--,2024-12-05 00:30:16
1520127,7,0,0,2024-12-05 00:30:16
1520128,8,--:--,--:--,2024-12-05 00:30:16
1520129,9,0,0,2024-12-05 00:30:16
1520130,10,0,0,2024-12-05 00:30:16
1520131,11,0,0,2024-12-05 00:30:16
1520132,12,0,0,2024-12-05 00:30:16
1520133,13,--:--,--:--,2024-12-05 00:30:16
1520134,14,0,0,2024-12-05 00:30:16
1520135,15,--:--,--:--,2024-12-05 00:30:16
1520136,16,0,0,2024-12-05 00:30:16
1520137,17,--:--,--:--,2024-12-05 00:30:16
1520138,18,0,0,2024-12-05 00:30:16
1520139,19,0,0,2024-12-05 00:30:16
1520140,20,0,0,2024-12-05 00:30:16
1520141,21,0,0,2024-12-05 00:30:16
1520142,22,--:--,--:--,2024-12-05 00:30:16
1520143,23,0,0.25,2024-12-05 00:30:16
1520144,24,--:--,--:--,2024-12-05 00:30:16
1520145,25,--:--,--:--,2024-12-05 00:30:16
1520146,26,0,0,2024-12-05 00:30:16
1520147,27,0,0,2024-12-05 00:30:16
1520148,28,0,0,2024-12-05 00:30:16
1520149,1,0,0,2024-12-05 00:35:15
1520150,2,0,0,2024-12-05 00:35:15
1520151,3,0,0,2024-12-05 00:35:15
1520152,4,0,0,2024-12-05 00:35:15
1520153,5,0,0,2024-12-05 00:35:15
1520154,6,--:--,--:--,2024-12-05 00:35:15
1520155,7,0,0,2024-12-05 00:35:15
1520156,8,--:--,--:--,2024-12-05 00:35:15
1520157,9,0,0,2024-12-05 00:35:15
1520158,10,0,0,2024-12-05 00:35:15
1520159,11,0,0,2024-12-05 00:35:15
1520160,12,0,0,2024-12-05 00:35:15
1520161,13,--:--,--:--,2024-12-05 00:35:15
1520162,14,0,0,2024-12-05 00:35:15
1520163,15,--:--,--:--,2024-12-05 00:35:15
1520164,16,0,0,2024-12-05 00:35:15
1520165,17,--:--,--:--,2024-12-05 00:35:15
1520166,18,0,0,2024-12-05 00:35:15
1520167,19,0,0,2024-12-05 00:35:15
1520168,20,0,0,2024-12-05 00:35:15
1520169,21,0,0,2024-12-05 00:35:15
1520170,22,--:--,--:--,2024-12-05 00:35:15
1520171,23,0,0.25,2024-12-05 00:35:15
1520172,24,--:--,--:--,2024-12-05 00:35:15
1520173,25,--:--,--:--,2024-12-05 00:35:15
1520174,26,0,0,2024-12-05 00:35:15
1520175,27,0,0,2024-12-05 00:35:15
1520176,28,0,0,2024-12-05 00:35:15
1520177,1,0,0,2024-12-05 00:40:11
1520178,2,0,0,2024-12-05 00:40:11
1520179,3,0,0,2024-12-05 00:40:11
1520180,4,0,0,2024-12-05 00:40:11
1520181,5,0,0,2024-12-05 00:40:11
1520182,6,--:--,--:--,2024-12-05 00:40:11
1520183,7,0,0,2024-12-05 00:40:11
1520184,8,--:--,--:--,2024-12-05 00:40:11
1520185,9,0,0,2024-12-05 00:40:11
1520186,10,0,0,2024-12-05 00:40:11
1520187,11,0,0,2024-12-05 00:40:11
1520188,12,0,0,2024-12-05 00:40:11
1520189,13,--:--,--:--,2024-12-05 00:40:11
1520190,14,0,0,2024-12-05 00:40:11
1520191,15,--:--,--:--,2024-12-05 00:40:11
1520192,16,0,0,2024-12-05 00:40:11
1520193,17,--:--,--:--,2024-12-05 00:40:11
1520194,18,0,0,2024-12-05 00:40:11
1520195,19,0,0,2024-12-05 00:40:11
1520196,20,0,0,2024-12-05 00:40:11
1520197,21,0,0,2024-12-05 00:40:11
1520198,22,--:--,--:--,2024-12-05 00:40:11
1520199,23,0,0.25,2024-12-05 00:40:11
1520200,24,--:--,--:--,2024-12-05 00:40:11
1520201,25,--:--,--:--,2024-12-05 00:40:11
1520202,26,0,0,2024-12-05 00:40:11
1520203,27,0,0,2024-12-05 00:40:11
1520204,28,0,0,2024-12-05 00:40:11
1520205,1,0,0,2024-12-05 00:45:13
1520206,2,0,0,2024-12-05 00:45:13
1520207,3,0,0,2024-12-05 00:45:13
1520208,4,0,0,2024-12-05 00:45:13
1520209,5,0,0,2024-12-05 00:45:13
1520210,6,--:--,--:--,2024-12-05 00:45:13
1520211,7,0,0,2024-12-05 00:45:13
1520212,8,--:--,--:--,2024-12-05 00:45:13
1520213,9,0,0,2024-12-05 00:45:13
1520214,10,0,0,2024-12-05 00:45:13
1520215,11,0,0,2024-12-05 00:45:13
1520216,12,0,0,2024-12-05 00:45:13
1520217,13,--:--,--:--,2024-12-05 00:45:13
1520218,14,0,0,2024-12-05 00:45:13
1520219,15,--:--,--:--,2024-12-05 00:45:13
1520220,16,0,0,2024-12-05 00:45:13
1520221,17,--:--,--:--,2024-12-05 00:45:13
1520222,18,0,0,2024-12-05 00:45:13
1520223,19,0,0,2024-12-05 00:45:13
1520224,20,0,0,2024-12-05 00:45:13
1520225,21,0,0,2024-12-05 00:45:13
1520226,22,--:--,--:--,2024-12-05 00:45:13
1520227,23,0,0.25,2024-12-05 00:45:13
1520228,24,--:--,--:--,2024-12-05 00:45:13
1520229,25,--:--,--:--,2024-12-05 00:45:13
1520230,26,0,0,2024-12-05 00:45:13
1520231,27,0,0,2024-12-05 00:45:13
1520232,28,0,0,2024-12-05 00:45:13
1520233,1,0,0,2024-12-05 00:50:11
1520234,2,0,0,2024-12-05 00:50:11
1520235,3,0,0,2024-12-05 00:50:11
1520236,4,0,0,2024-12-05 00:50:11
1520237,5,0,0,2024-12-05 00:50:11
1520238,6,--:--,--:--,2024-12-05 00:50:11
1520239,7,0,0,2024-12-05 00:50:11
1520240,8,--:--,--:--,2024-12-05 00:50:11
1520241,9,0,0,2024-12-05 00:50:11
1520242,10,0,0,2024-12-05 00:50:11
1520243,11,0,0,2024-12-05 00:50:11
1520244,12,0,0,2024-12-05 00:50:11
1520245,13,--:--,--:--,2024-12-05 00:50:11
1520246,14,0,0,2024-12-05 00:50:11
1520247,15,--:--,--:--,2024-12-05 00:50:11
1520248,16,0,0,2024-12-05 00:50:11
1520249,17,--:--,--:--,2024-12-05 00:50:11
1520250,18,0,0,2024-12-05 00:50:11
1520251,19,0,0,2024-12-05 00:50:11
1520252,20,0,0,2024-12-05 00:50:11
1520253,21,0,0,2024-12-05 00:50:11
1520254,22,--:--,--:--,2024-12-05 00:50:11
1520255,23,0,0.25,2024-12-05 00:50:11
1520256,24,--:--,--:--,2024-12-05 00:50:11
1520257,25,--:--,--:--,2024-12-05 00:50:11
1520258,26,0,0,2024-12-05 00:50:11
1520259,27,0,0,2024-12-05 00:50:11
1520260,28,0,0,2024-12-05 00:50:11
1520261,1,0,0,2024-12-05 00:55:12
1520262,2,0,0,2024-12-05 00:55:12
1520263,3,0,0,2024-12-05 00:55:12
1520264,4,0,0,2024-12-05 00:55:12
1520265,5,0,0,2024-12-05 00:55:12
1520266,6,--:--,--:--,2024-12-05 00:55:12
1520267,7,0,0,2024-12-05 00:55:12
1520268,8,--:--,--:--,2024-12-05 00:55:12
1520269,9,0,0,2024-12-05 00:55:12
1520270,10,0,0,2024-12-05 00:55:12
1520271,11,0,0,2024-12-05 00:55:12
1520272,12,0,0,2024-12-05 00:55:12
1520273,13,--:--,--:--,2024-12-05 00:55:12
1520274,14,0,0,2024-12-05 00:55:12
1520275,15,--:--,--:--,2024-12-05 00:55:12
1520276,16,0,0,2024-12-05 00:55:12
1520277,17,--:--,--:--,2024-12-05 00:55:12
1520278,18,0,0,2024-12-05 00:55:12
1520279,19,0,0,2024-12-05 00:55:12
1520280,20,0,0,2024-12-05 00:55:12
1520281,21,0,0,2024-12-05 00:55:12
1520282,22,--:--,--:--,2024-12-05 00:55:12
1520283,23,0,0.25,2024-12-05 00:55:12
1520284,24,--:--,--:--,2024-12-05 00:55:12
1520285,25,--:--,--:--,2024-12-05 00:55:12
1520286,26,0,0,2024-12-05 00:55:12
1520287,27,0,0,2024-12-05 00:55:12
1520288,28,0,0,2024-12-05 00:55:12
1520289,1,0,0,2024-12-05 01:00:12
1520290,2,0,0,2024-12-05 01:00:12
1520291,3,0,0,2024-12-05 01:00:12
1520292,4,0,0,2024-12-05 01:00:12
1520293,5,0,0,2024-12-05 01:00:12
1520294,6,--:--,--:--,2024-12-05 01:00:12
1520295,7,0,0,2024-12-05 01:00:12
1520296,8,--:--,--:--,2024-12-05 01:00:12
1520297,9,0,0,2024-12-05 01:00:12
1520298,10,0,0,2024-12-05 01:00:12
1520299,11,0,0,2024-12-05 01:00:12
1520300,12,0,0,2024-12-05 01:00:12
1520301,13,--:--,--:--,2024-12-05 01:00:12
1520302,14,0,0,2024-12-05 01:00:12
1520303,15,--:--,--:--,2024-12-05 01:00:12
1520304,16,0,0,2024-12-05 01:00:12
1520305,17,--:--,--:--,2024-12-05 01:00:12
1520306,18,0,0,2024-12-05 01:00:12
1520307,19,0,0,2024-12-05 01:00:12
1520308,20,0,0,2024-12-05 01:00:12
1520309,21,0,0,2024-12-05 01:00:12
1520310,22,--:--,--:--,2024-12-05 01:00:12
1520311,23,0,0.25,2024-12-05 01:00:12
1520312,24,--:--,--:--,2024-12-05 01:00:12
1520313,25,--:--,--:--,2024-12-05 01:00:13
1520314,26,0,0,2024-12-05 01:00:13
1520315,27,0,0,2024-12-05 01:00:13
1520316,28,0,0,2024-12-05 01:00:13
1520317,1,0,0,2024-12-05 01:05:12
1520318,2,0,0,2024-12-05 01:05:12
1520319,3,0,0,2024-12-05 01:05:12
1520320,4,0,0,2024-12-05 01:05:12
1520321,5,0,0,2024-12-05 01:05:12
1520322,6,--:--,--:--,2024-12-05 01:05:12
1520323,7,0,0,2024-12-05 01:05:12
1520324,8,--:--,--:--,2024-12-05 01:05:12
1520325,9,0,0,2024-12-05 01:05:12
1520326,10,0,0,2024-12-05 01:05:12
1520327,11,0,0,2024-12-05 01:05:12
1520328,12,0,0,2024-12-05 01:05:12
1520329,13,--:--,--:--,2024-12-05 01:05:12
1520330,14,0,0,2024-12-05 01:05:12
1520331,15,--:--,--:--,2024-12-05 01:05:12
1520332,16,0,0,2024-12-05 01:05:12
1520333,17,--:--,--:--,2024-12-05 01:05:12
1520334,18,0,0,2024-12-05 01:05:12
1520335,19,0,0,2024-12-05 01:05:12
1520336,20,0,0,2024-12-05 01:05:12
1520337,21,0,0,2024-12-05 01:05:12
1520338,22,--:--,--:--,2024-12-05 01:05:12
1520339,23,0,0,2024-12-05 01:05:12
1520340,24,--:--,--:--,2024-12-05 01:05:12
1520341,25,--:--,--:--,2024-12-05 01:05:12
1520342,26,0,0,2024-12-05 01:05:12
1520343,27,0,0,2024-12-05 01:05:12
1520344,28,0,0,2024-12-05 01:05:12
1520345,1,0,0,2024-12-05 01:10:13
1520346,2,0,0,2024-12-05 01:10:13
1520347,3,0,0,2024-12-05 01:10:13
1520348,4,0,0,2024-12-05 01:10:13
1520349,5,0,0,2024-12-05 01:10:13
1520350,6,--:--,--:--,2024-12-05 01:10:13
1520351,7,0,0,2024-12-05 01:10:13
1520352,8,--:--,--:--,2024-12-05 01:10:13
1520353,9,0,0,2024-12-05 01:10:13
1520354,10,0,0,2024-12-05 01:10:13
1520355,11,0,0,2024-12-05 01:10:13
1520356,12,0,0,2024-12-05 01:10:13
1520357,13,--:--,--:--,2024-12-05 01:10:13
1520358,14,0,0,2024-12-05 01:10:13
1520359,15,--:--,--:--,2024-12-05 01:10:13
1520360,16,0,0,2024-12-05 01:10:13
1520361,17,--:--,--:--,2024-12-05 01:10:13
1520362,18,0,0,2024-12-05 01:10:13
1520363,19,0,0,2024-12-05 01:10:13
1520364,20,0,0,2024-12-05 01:10:13
1520365,21,0,0,2024-12-05 01:10:13
1520366,22,--:--,--:--,2024-12-05 01:10:13
1520367,23,0,0,2024-12-05 01:10:13
1520368,24,--:--,--:--,2024-12-05 01:10:13
1520369,25,--:--,--:--,2024-12-05 01:10:13
1520370,26,0,0,2024-12-05 01:10:13
1520371,27,0,0,2024-12-05 01:10:13
1520372,28,0,0,2024-12-05 01:10:13
1520373,1,0,0,2024-12-05 01:15:12
1520374,2,0,0,2024-12-05 01:15:12
1520375,3,0,0,2024-12-05 01:15:12
1520376,4,0,0,2024-12-05 01:15:12
1520377,5,0,0,2024-12-05 01:15:12
1520378,6,--:--,--:--,2024-12-05 01:15:12
1520379,7,0,0,2024-12-05 01:15:12
1520380,8,--:--,--:--,2024-12-05 01:15:12
1520381,9,0,0,2024-12-05 01:15:12
1520382,10,0,0,2024-12-05 01:15:12
1520383,11,0,0,2024-12-05 01:15:12
1520384,12,0,0,2024-12-05 01:15:12
1520385,13,--:--,--:--,2024-12-05 01:15:12
1520386,14,0,0,2024-12-05 01:15:12
1520387,15,--:--,--:--,2024-12-05 01:15:12
1520388,16,0,0,2024-12-05 01:15:12
1520389,17,--:--,--:--,2024-12-05 01:15:12
1520390,18,0,0,2024-12-05 01:15:12
1520391,19,0,0,2024-12-05 01:15:12
1520392,20,0,0,2024-12-05 01:15:12
1520393,21,0,0,2024-12-05 01:15:12
1520394,22,--:--,--:--,2024-12-05 01:15:12
1520395,23,0,0,2024-12-05 01:15:12
1520396,24,--:--,--:--,2024-12-05 01:15:12
1520397,25,--:--,--:--,2024-12-05 01:15:12
1520398,26,0,0,2024-12-05 01:15:12
1520399,27,0,0,2024-12-05 01:15:12
1520400,28,0,0,2024-12-05 01:15:12
1520401,1,0,0,2024-12-05 01:20:12
1520402,2,0,0,2024-12-05 01:20:12
1520403,3,0,0,2024-12-05 01:20:12
1520404,4,0,0,2024-12-05 01:20:12
1520405,5,0,0,2024-12-05 01:20:12
1520406,6,--:--,--:--,2024-12-05 01:20:12
1520407,7,0,0,2024-12-05 01:20:12
1520408,8,--:--,--:--,2024-12-05 01:20:12
1520409,9,0,0,2024-12-05 01:20:12
1520410,10,0,0,2024-12-05 01:20:12
1520411,11,0,0,2024-12-05 01:20:12
1520412,12,0,0,2024-12-05 01:20:12
1520413,13,--:--,--:--,2024-12-05 01:20:12
1520414,14,0,0,2024-12-05 01:20:12
1520415,15,--:--,--:--,2024-12-05 01:20:12
1520416,16,0,0,2024-12-05 01:20:12
1520417,17,--:--,--:--,2024-12-05 01:20:12
1520418,18,0,0,2024-12-05 01:20:12
1520419,19,0,0,2024-12-05 01:20:12
1520420,20,0,0,2024-12-05 01:20:12
1520421,21,0,0,2024-12-05 01:20:12
1520422,22,--:--,--:--,2024-12-05 01:20:12
1520423,23,0,0,2024-12-05 01:20:12
1520424,24,--:--,--:--,2024-12-05 01:20:12
1520425,25,0,0,2024-12-05 01:20:12
1520426,26,0,0,2024-12-05 01:20:12
1520427,27,0,0,2024-12-05 01:20:12
1520428,28,0,0,2024-12-05 01:20:12
1520429,1,0,0,2024-12-05 01:25:14
1520430,2,0,0,2024-12-05 01:25:14
1520431,3,0,0,2024-12-05 01:25:14
1520432,4,0,0,2024-12-05 01:25:14
1520433,5,0,0,2024-12-05 01:25:14
1520434,6,--:--,--:--,2024-12-05 01:25:14
1520435,7,0,0,2024-12-05 01:25:14
1520436,8,--:--,--:--,2024-12-05 01:25:14
1520437,9,0,0,2024-12-05 01:25:14
1520438,10,0,0,2024-12-05 01:25:14
1520439,11,0,0,2024-12-05 01:25:14
1520440,12,0,0,2024-12-05 01:25:14
1520441,13,--:--,--:--,2024-12-05 01:25:14
1520442,14,0,0,2024-12-05 01:25:14
1520443,15,--:--,--:--,2024-12-05 01:25:14
1520444,16,0,0,2024-12-05 01:25:14
1520445,17,--:--,--:--,2024-12-05 01:25:14
1520446,18,0,0,2024-12-05 01:25:14
1520447,19,0,0,2024-12-05 01:25:14
1520448,20,0,0,2024-12-05 01:25:14
1520449,21,0,0,2024-12-05 01:25:14
1520450,22,--:--,--:--,2024-12-05 01:25:14
1520451,23,0,0,2024-12-05 01:25:14
1520452,24,--:--,--:--,2024-12-05 01:25:14
1520453,25,0,0,2024-12-05 01:25:14
1520454,26,0,0,2024-12-05 01:25:14
1520455,27,0,0,2024-12-05 01:25:14
1520456,28,0,0,2024-12-05 01:25:14
1520457,1,0,0,2024-12-05 01:30:13
1520458,2,0,0,2024-12-05 01:30:13
1520459,3,0,0,2024-12-05 01:30:13
1520460,4,0,0,2024-12-05 01:30:13
1520461,5,0,0,2024-12-05 01:30:13
1520462,6,--:--,--:--,2024-12-05 01:30:13
1520463,7,0,0,2024-12-05 01:30:13
1520464,8,--:--,--:--,2024-12-05 01:30:13
1520465,9,0,0,2024-12-05 01:30:13
1520466,10,0,0,2024-12-05 01:30:13
1520467,11,0,0,2024-12-05 01:30:13
1520468,12,0,0,2024-12-05 01:30:13
1520469,13,--:--,--:--,2024-12-05 01:30:13
1520470,14,0,0,2024-12-05 01:30:13
1520471,15,--:--,--:--,2024-12-05 01:30:13
1520472,16,0,0,2024-12-05 01:30:13
1520473,17,--:--,--:--,2024-12-05 01:30:13
1520474,18,0,0,2024-12-05 01:30:13
1520475,19,0,0,2024-12-05 01:30:13
1520476,20,0,0,2024-12-05 01:30:13
1520477,21,0,0,2024-12-05 01:30:13
1520478,22,--:--,--:--,2024-12-05 01:30:13
1520479,23,0,0,2024-12-05 01:30:13
1520480,24,--:--,--:--,2024-12-05 01:30:13
1520481,25,0,0,2024-12-05 01:30:13
1520482,26,0,0,2024-12-05 01:30:13
1520483,27,0,0,2024-12-05 01:30:13
1520484,28,0,0,2024-12-05 01:30:13
1520485,1,0,0,2024-12-05 01:35:13
1520486,2,0,0,2024-12-05 01:35:13
1520487,3,0,0,2024-12-05 01:35:13
1520488,4,0,0,2024-12-05 01:35:13
1520489,5,0,0,2024-12-05 01:35:13
1520490,6,--:--,--:--,2024-12-05 01:35:13
1520491,7,0,0,2024-12-05 01:35:13
1520492,8,--:--,--:--,2024-12-05 01:35:13
1520493,9,0,0,2024-12-05 01:35:13
1520494,10,0,0,2024-12-05 01:35:13
1520495,11,0,0,2024-12-05 01:35:13
1520496,12,0,0,2024-12-05 01:35:13
1520497,13,--:--,--:--,2024-12-05 01:35:13
1520498,14,0,0,2024-12-05 01:35:13
1520499,15,--:--,--:--,2024-12-05 01:35:13
1520500,16,0,0,2024-12-05 01:35:13
1520501,17,--:--,--:--,2024-12-05 01:35:13
1520502,18,0,0,2024-12-05 01:35:13
1520503,19,0,0,2024-12-05 01:35:13
1520504,20,0,0,2024-12-05 01:35:13
1520505,21,0,0,2024-12-05 01:35:13
1520506,22,--:--,--:--,2024-12-05 01:35:13
1520507,23,0,0,2024-12-05 01:35:13
1520508,24,--:--,--:--,2024-12-05 01:35:13
1520509,25,0,0,2024-12-05 01:35:13
1520510,26,0,0,2024-12-05 01:35:13
1520511,27,0,0,2024-12-05 01:35:13
1520512,28,0,0,2024-12-05 01:35:13
1520513,1,0,0,2024-12-05 01:40:10
1520514,2,0,0,2024-12-05 01:40:10
1520515,3,0,0,2024-12-05 01:40:10
1520516,4,0,0,2024-12-05 01:40:11
1520517,5,0,0,2024-12-05 01:40:11
1520518,6,--:--,--:--,2024-12-05 01:40:11
1520519,7,0,0,2024-12-05 01:40:11
1520520,8,--:--,--:--,2024-12-05 01:40:11
1520521,9,0,0,2024-12-05 01:40:11
1520522,10,0,0,2024-12-05 01:40:11
1520523,11,0,0,2024-12-05 01:40:11
1520524,12,0,0,2024-12-05 01:40:11
1520525,13,--:--,--:--,2024-12-05 01:40:11
1520526,14,0,0,2024-12-05 01:40:11
1520527,15,--:--,--:--,2024-12-05 01:40:11
1520528,16,0,0,2024-12-05 01:40:11
1520529,17,--:--,--:--,2024-12-05 01:40:11
