id,station_id,precip_rate,precip_accum,precip_time
205,9,0.00,0.00,2024-06-26 00:35:14
206,10,0.00,0.00,2024-06-26 00:35:14
207,11,0.00,0.00,2024-06-26 00:35:14
208,12,0.00,0.00,2024-06-26 00:35:15
209,13,--:--,--:--,2024-06-26 00:35:15
210,14,0.00,0.00,2024-06-26 00:35:15
211,15,0.00,0.00,2024-06-26 00:35:15
212,16,0.00,0.00,2024-06-26 00:35:15
213,17,--:--,--:--,2024-06-26 00:35:15
214,18,0.00,0.00,2024-06-26 00:35:15
215,19,0.00,0.00,2024-06-26 00:35:15
216,20,0.00,0.00,2024-06-26 00:35:15
217,21,--:--,--:--,2024-06-26 00:35:15
218,22,--:--,--:--,2024-06-26 00:35:15
219,23,0.00,0.00,2024-06-26 00:35:15
220,24,--:--,--:--,2024-06-26 00:35:15
221,25,0.00,0.00,2024-06-26 00:35:15
222,26,0.00,0.00,2024-06-26 00:35:15
223,27,0.00,0.00,2024-06-26 00:35:15
224,28,0.00,0.00,2024-06-26 00:35:15
225,1,0.00,0.00,2024-06-26 00:40:13
226,2,0.00,0.00,2024-06-26 00:40:13
227,3,0.00,0.25,2024-06-26 00:40:13
228,4,0.00,0.10,2024-06-26 00:40:13
229,5,--:--,--:--,2024-06-26 00:40:13
230,6,0.00,0.00,2024-06-26 00:40:13
231,7,--:--,--:--,2024-06-26 00:40:13
232,8,--:--,--:--,2024-06-26 00:40:13
233,9,0.00,0.00,2024-06-26 00:40:13
234,10,0.00,0.00,2024-06-26 00:40:13
235,11,0.00,0.00,2024-06-26 00:40:13
236,12,0.00,0.00,2024-06-26 00:40:13
237,13,--:--,--:--,2024-06-26 00:40:13
238,14,0.00,0.00,2024-06-26 00:40:13
239,15,0.00,0.00,2024-06-26 00:40:13
240,16,0.00,0.00,2024-06-26 00:40:13
241,17,--:--,--:--,2024-06-26 00:40:13
242,18,0.00,0.00,2024-06-26 00:40:13
243,19,0.00,0.00,2024-06-26 00:40:13
244,20,0.00,0.00,2024-06-26 00:40:13
245,21,--:--,--:--,2024-06-26 00:40:13
246,22,--:--,--:--,2024-06-26 00:40:13
247,23,0.00,0.00,2024-06-26 00:40:13
248,24,--:--,--:--,2024-06-26 00:40:13
249,25,0.00,0.00,2024-06-26 00:40:13
250,26,0.00,0.00,2024-06-26 00:40:13
251,27,0.00,0.00,2024-06-26 00:40:13
252,28,0.00,0.00,2024-06-26 00:40:13
253,1,0.00,0.00,2024-06-26 00:45:13
254,2,0.00,0.00,2024-06-26 00:45:13
255,3,0.00,0.25,2024-06-26 00:45:13
256,4,0.00,0.10,2024-06-26 00:45:13
257,5,--:--,--:--,2024-06-26 00:45:13
258,6,10.21,1.70,2024-06-26 00:45:13
259,7,--:--,--:--,2024-06-26 00:45:13
260,8,--:--,--:--,2024-06-26 00:45:13
261,9,0.00,0.00,2024-06-26 00:45:13
262,10,0.00,0.00,2024-06-26 00:45:13
263,11,0.00,0.00,2024-06-26 00:45:13
264,12,0.00,0.00,2024-06-26 00:45:13
265,13,--:--,--:--,2024-06-26 00:45:13
266,14,0.00,0.00,2024-06-26 00:45:13
267,15,0.00,0.00,2024-06-26 00:45:13
268,16,0.00,0.00,2024-06-26 00:45:13
269,17,--:--,--:--,2024-06-26 00:45:13
270,18,0.00,0.00,2024-06-26 00:45:13
271,19,0.00,0.00,2024-06-26 00:45:13
272,20,0.00,0.00,2024-06-26 00:45:13
273,21,--:--,--:--,2024-06-26 00:45:13
274,22,--:--,--:--,2024-06-26 00:45:13
275,23,0.00,0.00,2024-06-26 00:45:13
276,24,--:--,--:--,2024-06-26 00:45:13
277,25,0.00,0.00,2024-06-26 00:45:13
278,26,0.00,0.00,2024-06-26 00:45:13
279,27,0.00,0.00,2024-06-26 00:45:13
280,28,0.00,0.00,2024-06-26 00:45:13
281,1,0.00,0.00,2024-06-26 00:50:13
282,2,0.00,0.00,2024-06-26 00:50:13
283,3,0.00,0.25,2024-06-26 00:50:13
284,4,0.00,0.10,2024-06-26 00:50:13
285,5,--:--,--:--,2024-06-26 00:50:13
286,6,10.21,1.70,2024-06-26 00:50:13
287,7,--:--,--:--,2024-06-26 00:50:13
288,8,--:--,--:--,2024-06-26 00:50:13
289,9,0.00,0.00,2024-06-26 00:50:13
290,10,0.00,0.00,2024-06-26 00:50:13
291,11,0.00,0.00,2024-06-26 00:50:13
292,12,0.00,0.00,2024-06-26 00:50:13
293,13,--:--,--:--,2024-06-26 00:50:13
294,14,0.00,0.00,2024-06-26 00:50:13
295,15,0.00,0.00,2024-06-26 00:50:13
296,16,0.00,0.00,2024-06-26 00:50:13
297,17,--:--,--:--,2024-06-26 00:50:13
298,18,0.00,0.00,2024-06-26 00:50:13
299,19,0.00,0.00,2024-06-26 00:50:13
300,20,0.00,0.00,2024-06-26 00:50:13
301,21,--:--,--:--,2024-06-26 00:50:13
302,22,--:--,--:--,2024-06-26 00:50:13
303,23,0.00,0.00,2024-06-26 00:50:13
304,24,--:--,--:--,2024-06-26 00:50:13
305,25,0.00,0.00,2024-06-26 00:50:13
306,26,0.00,0.00,2024-06-26 00:50:13
307,27,0.00,0.00,2024-06-26 00:50:13
308,28,0.00,0.00,2024-06-26 00:50:13
309,1,0.00,0.00,2024-06-26 00:55:11
310,2,0.00,0.00,2024-06-26 00:55:11
311,3,0.00,0.25,2024-06-26 00:55:11
312,4,0.00,0.10,2024-06-26 00:55:11
313,5,--:--,--:--,2024-06-26 00:55:11
314,6,0.00,1.70,2024-06-26 00:55:11
315,7,--:--,--:--,2024-06-26 00:55:11
316,8,--:--,--:--,2024-06-26 00:55:11
317,9,0.00,0.00,2024-06-26 00:55:11
318,10,0.00,0.00,2024-06-26 00:55:11
319,11,0.00,0.00,2024-06-26 00:55:11
320,12,0.00,0.00,2024-06-26 00:55:11
321,13,--:--,--:--,2024-06-26 00:55:11
322,14,0.00,0.00,2024-06-26 00:55:11
323,15,0.00,0.00,2024-06-26 00:55:11
324,16,0.00,0.00,2024-06-26 00:55:11
325,17,--:--,--:--,2024-06-26 00:55:11
326,18,0.00,0.00,2024-06-26 00:55:11
327,19,0.00,0.00,2024-06-26 00:55:11
328,20,0.00,0.00,2024-06-26 00:55:11
329,21,--:--,--:--,2024-06-26 00:55:11
330,22,--:--,--:--,2024-06-26 00:55:11
331,23,0.00,0.00,2024-06-26 00:55:11
332,24,--:--,--:--,2024-06-26 00:55:11
333,25,0.00,0.00,2024-06-26 00:55:11
334,26,0.00,0.00,2024-06-26 00:55:11
335,27,0.00,0.00,2024-06-26 00:55:11
336,28,0.00,0.00,2024-06-26 00:55:11
337,1,0.00,0.00,2024-06-26 01:00:15
338,2,0.00,0.00,2024-06-26 01:00:15
339,3,0.00,0.25,2024-06-26 01:00:15
340,4,0.00,0.10,2024-06-26 01:00:15
341,5,--:--,--:--,2024-06-26 01:00:15
342,6,0.00,1.70,2024-06-26 01:00:15
343,7,--:--,--:--,2024-06-26 01:00:15
344,8,--:--,--:--,2024-06-26 01:00:15
345,9,0.00,0.00,2024-06-26 01:00:15
346,10,0.00,0.00,2024-06-26 01:00:15
347,11,0.00,0.00,2024-06-26 01:00:15
348,12,0.00,0.00,2024-06-26 01:00:15
349,13,--:--,--:--,2024-06-26 01:00:15
350,14,0.00,0.00,2024-06-26 01:00:15
351,15,0.00,0.00,2024-06-26 01:00:15
352,16,0.00,0.00,2024-06-26 01:00:15
353,17,--:--,--:--,2024-06-26 01:00:15
354,18,0.00,0.00,2024-06-26 01:00:15
355,19,0.00,0.00,2024-06-26 01:00:15
356,20,0.00,0.00,2024-06-26 01:00:15
357,21,--:--,--:--,2024-06-26 01:00:15
358,22,--:--,--:--,2024-06-26 01:00:15
359,23,0.00,0.00,2024-06-26 01:00:15
360,24,--:--,--:--,2024-06-26 01:00:15
361,25,0.00,0.00,2024-06-26 01:00:15
362,26,0.00,0.00,2024-06-26 01:00:15
363,27,0.00,0.00,2024-06-26 01:00:15
364,28,0.00,0.00,2024-06-26 01:00:15
365,1,0.00,0.00,2024-06-26 01:05:14
366,2,0.00,0.00,2024-06-26 01:05:14
367,3,0.00,0.00,2024-06-26 01:05:14
368,4,0.00,0.10,2024-06-26 01:05:14
369,5,--:--,--:--,2024-06-26 01:05:14
370,6,0.00,1.70,2024-06-26 01:05:14
371,7,--:--,--:--,2024-06-26 01:05:14
372,8,--:--,--:--,2024-06-26 01:05:14
373,9,0.00,0.00,2024-06-26 01:05:14
374,10,0.00,0.00,2024-06-26 01:05:14
375,11,0.00,0.00,2024-06-26 01:05:14
376,12,0.00,0.00,2024-06-26 01:05:14
377,13,--:--,--:--,2024-06-26 01:05:14
378,14,0.00,0.00,2024-06-26 01:05:14
379,15,0.00,0.00,2024-06-26 01:05:14
380,16,0.00,0.00,2024-06-26 01:05:14
381,17,--:--,--:--,2024-06-26 01:05:14
382,18,0.00,0.00,2024-06-26 01:05:14
383,19,0.00,0.00,2024-06-26 01:05:14
384,20,0.00,0.00,2024-06-26 01:05:14
385,21,--:--,--:--,2024-06-26 01:05:14
386,22,--:--,--:--,2024-06-26 01:05:14
387,23,0.00,0.00,2024-06-26 01:05:14
388,24,--:--,--:--,2024-06-26 01:05:14
389,25,0.00,0.00,2024-06-26 01:05:14
390,26,0.00,0.00,2024-06-26 01:05:14
391,27,0.00,0.00,2024-06-26 01:05:14
392,28,0.00,0.00,2024-06-26 01:05:14
393,1,0.00,0.00,2024-06-26 01:10:14
394,2,0.00,0.00,2024-06-26 01:10:14
395,3,0.00,0.00,2024-06-26 01:10:14
396,4,0.00,0.10,2024-06-26 01:10:14
397,5,--:--,--:--,2024-06-26 01:10:14
398,6,0.00,1.70,2024-06-26 01:10:14
399,7,--:--,--:--,2024-06-26 01:10:14
400,8,--:--,--:--,2024-06-26 01:10:14
401,9,0.00,0.00,2024-06-26 01:10:14
402,10,0.00,0.00,2024-06-26 01:10:14
403,11,0.00,0.00,2024-06-26 01:10:14
404,12,0.00,0.00,2024-06-26 01:10:14
405,13,--:--,--:--,2024-06-26 01:10:14
406,14,0.00,0.00,2024-06-26 01:10:14
407,15,0.00,0.00,2024-06-26 01:10:14
408,16,0.00,0.00,2024-06-26 01:10:14
409,17,--:--,--:--,2024-06-26 01:10:14
410,18,0.00,0.00,2024-06-26 01:10:14
411,19,0.00,0.00,2024-06-26 01:10:14
412,20,0.00,0.00,2024-06-26 01:10:14
413,21,--:--,--:--,2024-06-26 01:10:14
414,22,--:--,--:--,2024-06-26 01:10:14
415,23,0.00,0.00,2024-06-26 01:10:14
416,24,--:--,--:--,2024-06-26 01:10:14
417,25,0.00,0.00,2024-06-26 01:10:14
418,26,0.00,0.00,2024-06-26 01:10:14
419,27,0.00,0.00,2024-06-26 01:10:14
420,28,0.00,0.00,2024-06-26 01:10:14
421,1,0.00,0.00,2024-06-26 01:15:12
422,2,0.00,0.00,2024-06-26 01:15:12
423,3,0.00,0.00,2024-06-26 01:15:12
424,4,0.00,0.10,2024-06-26 01:15:12
425,5,--:--,--:--,2024-06-26 01:15:12
426,6,0.00,1.70,2024-06-26 01:15:12
427,7,--:--,--:--,2024-06-26 01:15:12
428,8,--:--,--:--,2024-06-26 01:15:12
429,9,--:--,--:--,2024-06-26 01:15:12
430,10,0.00,0.00,2024-06-26 01:15:12
431,11,0.00,0.00,2024-06-26 01:15:12
432,12,0.00,0.00,2024-06-26 01:15:12
433,13,--:--,--:--,2024-06-26 01:15:12
434,14,0.00,0.00,2024-06-26 01:15:12
435,15,0.00,0.00,2024-06-26 01:15:12
436,16,0.00,0.00,2024-06-26 01:15:12
437,17,--:--,--:--,2024-06-26 01:15:12
438,18,0.00,0.00,2024-06-26 01:15:12
439,19,0.00,0.00,2024-06-26 01:15:12
440,20,0.00,0.00,2024-06-26 01:15:12
441,21,--:--,--:--,2024-06-26 01:15:12
442,22,--:--,--:--,2024-06-26 01:15:12
443,23,0.00,0.00,2024-06-26 01:15:12
444,24,--:--,--:--,2024-06-26 01:15:12
445,25,0.00,0.00,2024-06-26 01:15:12
446,26,0.00,0.00,2024-06-26 01:15:12
447,27,0.00,0.00,2024-06-26 01:15:12
448,28,0.00,0.00,2024-06-26 01:15:12
449,1,0.00,0.00,2024-06-26 01:20:13
450,2,0.00,0.00,2024-06-26 01:20:13
451,3,0.00,0.00,2024-06-26 01:20:13
452,4,0.00,0.10,2024-06-26 01:20:13
453,5,--:--,--:--,2024-06-26 01:20:13
454,6,0.00,1.70,2024-06-26 01:20:13
455,7,--:--,--:--,2024-06-26 01:20:13
456,8,--:--,--:--,2024-06-26 01:20:13
457,9,0.00,0.00,2024-06-26 01:20:13
458,10,0.00,0.00,2024-06-26 01:20:13
459,11,0.00,0.00,2024-06-26 01:20:13
460,12,0.00,0.00,2024-06-26 01:20:13
461,13,--:--,--:--,2024-06-26 01:20:13
462,14,0.00,0.00,2024-06-26 01:20:13
463,15,0.00,0.00,2024-06-26 01:20:13
464,16,0.00,0.00,2024-06-26 01:20:13
465,17,--:--,--:--,2024-06-26 01:20:13
466,18,0.00,0.00,2024-06-26 01:20:13
467,19,0.00,0.00,2024-06-26 01:20:13
468,20,0.00,0.00,2024-06-26 01:20:13
469,21,--:--,--:--,2024-06-26 01:20:13
470,22,--:--,--:--,2024-06-26 01:20:13
471,23,0.00,0.00,2024-06-26 01:20:13
472,24,--:--,--:--,2024-06-26 01:20:13
473,25,0.00,0.00,2024-06-26 01:20:13
474,26,0.00,0.00,2024-06-26 01:20:13
475,27,0.00,0.00,2024-06-26 01:20:13
476,28,0.00,0.00,2024-06-26 01:20:13
477,1,0.00,0.00,2024-06-26 01:25:13
478,2,0.00,0.00,2024-06-26 01:25:13
479,3,0.00,0.00,2024-06-26 01:25:13
480,4,0.00,0.10,2024-06-26 01:25:13
481,5,--:--,--:--,2024-06-26 01:25:13
482,6,0.00,1.70,2024-06-26 01:25:13
483,7,--:--,--:--,2024-06-26 01:25:13
484,8,--:--,--:--,2024-06-26 01:25:13
485,9,0.00,0.00,2024-06-26 01:25:13
486,10,0.00,0.00,2024-06-26 01:25:13
487,11,0.00,0.00,2024-06-26 01:25:13
488,12,0.00,0.00,2024-06-26 01:25:13
489,13,--:--,--:--,2024-06-26 01:25:13
490,14,0.00,0.00,2024-06-26 01:25:13
491,15,0.00,0.00,2024-06-26 01:25:13
492,16,0.00,0.00,2024-06-26 01:25:13
493,17,--:--,--:--,2024-06-26 01:25:13
494,18,0.00,0.00,2024-06-26 01:25:13
495,19,0.00,0.00,2024-06-26 01:25:13
496,20,0.00,0.00,2024-06-26 01:25:13
497,21,--:--,--:--,2024-06-26 01:25:13
498,22,--:--,--:--,2024-06-26 01:25:13
499,23,0.00,0.00,2024-06-26 01:25:13
500,24,--:--,--:--,2024-06-26 01:25:13
501,25,0.00,0.00,2024-06-26 01:25:13
502,26,0.00,0.00,2024-06-26 01:25:13
503,27,0.00,0.00,2024-06-26 01:25:13
504,28,0.00,0.00,2024-06-26 01:25:13
505,1,0.00,0.00,2024-06-26 01:30:11
506,2,0.00,0.00,2024-06-26 01:30:11
507,3,0.00,0.00,2024-06-26 01:30:11
508,4,0.00,0.10,2024-06-26 01:30:11
509,5,--:--,--:--,2024-06-26 01:30:11
510,6,0.00,1.70,2024-06-26 01:30:11
511,7,--:--,--:--,2024-06-26 01:30:11
512,8,--:--,--:--,2024-06-26 01:30:11
513,9,0.00,0.00,2024-06-26 01:30:11
514,10,0.00,0.00,2024-06-26 01:30:11
515,11,0.00,0.00,2024-06-26 01:30:11
516,12,0.00,0.00,2024-06-26 01:30:11
517,13,--:--,--:--,2024-06-26 01:30:11
518,14,0.00,0.00,2024-06-26 01:30:11
519,15,0.00,0.00,2024-06-26 01:30:11
520,16,0.00,0.00,2024-06-26 01:30:11
521,17,--:--,--:--,2024-06-26 01:30:11
522,18,0.00,0.00,2024-06-26 01:30:11
523,19,0.00,0.00,2024-06-26 01:30:11
524,20,0.00,0.00,2024-06-26 01:30:11
525,21,--:--,--:--,2024-06-26 01:30:11
526,22,--:--,--:--,2024-06-26 01:30:11
527,23,0.00,0.00,2024-06-26 01:30:11
528,24,--:--,--:--,2024-06-26 01:30:11
529,25,0.00,0.00,2024-06-26 01:30:11
530,26,0.00,0.00,2024-06-26 01:30:11
531,27,0.00,0.00,2024-06-26 01:30:11
532,28,0.00,0.00,2024-06-26 01:30:11
533,1,0.00,0.00,2024-06-26 01:35:12
534,2,0.00,0.00,2024-06-26 01:35:12
535,3,0.00,0.00,2024-06-26 01:35:12
536,4,0.00,0.10,2024-06-26 01:35:12
537,5,--:--,--:--,2024-06-26 01:35:12
538,6,0.00,1.70,2024-06-26 01:35:12
539,7,--:--,--:--,2024-06-26 01:35:12
540,8,--:--,--:--,2024-06-26 01:35:12
541,9,0.00,0.00,2024-06-26 01:35:12
542,10,0.00,0.00,2024-06-26 01:35:12
543,11,0.00,0.00,2024-06-26 01:35:12
544,12,0.00,0.00,2024-06-26 01:35:12
545,13,--:--,--:--,2024-06-26 01:35:12
546,14,0.00,0.00,2024-06-26 01:35:12
547,15,0.00,0.00,2024-06-26 01:35:12
548,16,0.00,0.00,2024-06-26 01:35:12
549,17,--:--,--:--,2024-06-26 01:35:12
550,18,0.00,0.00,2024-06-26 01:35:12
551,19,0.00,0.00,2024-06-26 01:35:12
552,20,0.00,0.00,2024-06-26 01:35:12
553,21,--:--,--:--,2024-06-26 01:35:12
554,22,--:--,--:--,2024-06-26 01:35:12
555,23,0.00,0.00,2024-06-26 01:35:12
556,24,--:--,--:--,2024-06-26 01:35:12
557,25,0.00,0.00,2024-06-26 01:35:12
558,26,0.00,0.00,2024-06-26 01:35:12
